Series_reference,Period,Data_value,UNITS,Subject,Group,Series_title_1,Series_title_2
ECTM.S1AG1221,2012.01,130.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.02,127.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.03,138.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.04,126.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.05,135.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.06,130.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.07,132.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.08,137.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.09,133.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.1,140,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.11,145,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2012.12,172.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.01,138,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.02,130.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.03,144.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.04,133.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.05,140.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.06,134.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.07,140.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.08,145.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.09,138.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.1,150.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.11,155.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2013.12,187.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.01,149.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.02,140.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.03,156.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.04,149.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.05,159.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.06,148.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.07,155.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.08,160.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.09,155.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.1,167.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.11,168.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2014.12,205.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.01,167.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.02,155.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.03,171,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.04,159.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.05,167.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.06,159.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.07,167,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.08,167.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.09,165.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.1,177,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.11,176.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2015.12,216.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.01,170.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.02,166.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.03,178.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.04,173.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.05,171.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.06,166.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.07,172.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.08,170.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.09,170.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.1,177.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.11,179.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2016.12,222.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.01,176.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.02,170.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.03,190.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.04,179.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.05,187.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.06,184,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.07,184.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.08,188.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.09,188.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.1,194.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.11,201.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2017.12,241.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.01,185.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.02,179.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.03,209.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.04,186.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.05,198.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.06,193.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.07,194.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.08,203.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.09,198.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.1,206.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.11,212.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2018.12,245.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.01,195.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.02,187.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.03,209.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.04,193.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.05,202.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.06,189.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.07,195.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.08,203.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.09,196,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.1,207.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.11,214.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2019.12,248,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2020.01,200.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2020.02,202.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2020.03,213.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2020.04,68.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1AG1221,2020.05,173.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Specialised food
ECTM.S1SG1221,2007.03,94.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.04,95.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.05,96.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.06,96.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.07,96.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.08,97.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.09,97.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.1,99.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.11,100.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2007.12,100.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.01,101.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.02,103.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.03,103.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.04,105,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.05,106.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.06,105.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.07,105,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.08,107.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.09,110.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.1,111.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.11,114.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2008.12,114.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.01,115.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.02,115.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.03,117.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.04,120,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.05,118.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.06,119.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.07,120.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.08,121.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.09,121.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.1,120,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.11,119,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2009.12,121.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.01,121.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.02,122,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.03,123.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.04,121.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.05,121.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.06,122.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.07,123.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.08,123.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.09,124.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.1,127.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.11,128.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2010.12,128.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.01,128.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.02,129,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.03,129.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.04,130.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.05,131.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.06,133.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.07,132.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.08,134.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.09,135.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.1,133.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.11,132.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2011.12,132.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2012.01,135.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2012.02,134.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
ECTM.S1SG1221,2012.03,134.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Specialised food
